year,month,state,latitude,longitude,firespots
1999,1,AMAZONAS,-2.371113333,-59.89993333,3
1999,1,MARANHAO,-2.257394722,-45.48783056,36
1999,1,MATO GROSSO,-12.66063333,-55.05798889,18
1999,1,PARA,-2.47482046,-48.54696667,87
1999,1,RONDONIA,-12.8617,-60.5131,1
1999,1,RORAIMA,3.403224667,-60.62285333,15
1999,2,AMAPA,-0.155,-52.6831,1
1999,2,AMAZONAS,-2.763166977,-63.4297814,43
1999,2,MATO GROSSO,-12.6199875,-55.3753625,8
1999,2,PARA,-2.150617439,-53.50991053,285
1999,2,RONDONIA,-9.875,-62.5617,1
1999,2,RORAIMA,2.2562095,-61.07694,20
1999,3,AMAPA,1.138335,-50.46155,2
1999,3,AMAZONAS,-4.104805714,-66.10141429,7
1999,3,MARANHAO,-3.504865,-45.6928,4
1999,3,MATO GROSSO,-12.31615,-55.9678,4
1999,3,PARA,-5.088771429,-52.33334286,7
1999,3,RONDONIA,-12.7341125,-62.1526625,8
1999,3,RORAIMA,2.176589694,-60.68420714,98
1999,4,AMAZONAS,-3.73306,-63.64585,2
1999,4,MATO GROSSO,-12.03289767,-55.73237907,43
1999,4,PARA,-6.392086667,-52.28401667,6
1999,4,RONDONIA,-9.228073333,-63.23326667,3
1999,4,RORAIMA,2.72363125,-60.91374375,16
1999,5,MATO GROSSO,-12.39225714,-55.33517438,441
1999,5,PARA,-5.5206975,-51.333575,4
1999,5,RONDONIA,-11.66263333,-62.5489,3
1999,5,TOCANTINS,-7.02806,-49.1731,1
1999,6,AMAPA,0.399165,-52.46905,2
1999,6,AMAZONAS,-2.087541429,-64.48292857,7
1999,6,MARANHAO,-4.91306,-46.9517,1
1999,6,MATO GROSSO,-12.03594696,-55.35371788,1376
1999,6,PARA,-4.939236486,-49.51912973,37
1999,6,RONDONIA,-12.19663,-60.82178,10
1999,6,RORAIMA,1.24602,-60.3689,3
1999,6,TOCANTINS,-7.751576667,-49.14326667,3
1999,7,ACRE,-8.17,-72.59,1
1999,7,AMAZONAS,-6.943260909,-60.50082727,11
1999,7,MARANHAO,-4.601959545,-46.97330682,44
1999,7,MATO GROSSO,-11.62606783,-56.15779151,2473
1999,7,PARA,-6.464225041,-51.78840723,982
1999,7,RONDONIA,-11.2395537,-61.90890889,135
1999,7,RORAIMA,3.2032675,-60.920725,4
1999,7,TOCANTINS,-7.094614,-48.325108,25
1999,8,ACRE,-9.864001045,-67.91173881,67
1999,8,AMAZONAS,-7.310984039,-60.86655176,255
1999,8,MARANHAO,-4.489339194,-46.71342473,186
1999,8,MATO GROSSO,-11.35881312,-56.22812869,12707
1999,8,PARA,-7.077541819,-51.44166341,6179
1999,8,RONDONIA,-11.32899731,-62.24768396,1976
1999,8,RORAIMA,2.975,-61.1131,1
1999,8,TOCANTINS,-7.385336299,-48.68846494,154
1999,9,ACRE,-9.82926934,-68.23080519,212
1999,9,AMAPA,0.6145175,-51.110725,4
1999,9,AMAZONAS,-8.000526729,-64.04518925,214
1999,9,MARANHAO,-4.309715067,-46.40407333,375
1999,9,MATO GROSSO,-11.95858206,-56.09423464,7357
1999,9,PARA,-6.513025268,-50.22555895,4417
1999,9,RONDONIA,-11.38076988,-62.43536433,3059
1999,9,RORAIMA,3.76991,-60.4866,3
1999,9,TOCANTINS,-7.159755785,-48.58486602,465
1999,10,ACRE,-9.577297937,-68.86785873,63
1999,10,AMAPA,1.0229136,-51.242004,25
1999,10,AMAZONAS,-3.839571324,-61.11246366,476
1999,10,MARANHAO,-4.493400871,-46.53390871,1446
1999,10,MATO GROSSO,-12.02176788,-56.22077766,3648
1999,10,PARA,-4.338486914,-50.86212784,5026
1999,10,RONDONIA,-10.65539205,-62.66326109,1884
1999,10,RORAIMA,2.373279,-60.29556,10
1999,10,TOCANTINS,-6.689083148,-48.57327593,216
1999,11,ACRE,-8.199865,-70.143225,4
1999,11,AMAPA,1.456496923,-51.4957,26
1999,11,AMAZONAS,-3.299139286,-62.19070357,28
1999,11,MARANHAO,-3.682476226,-46.13804946,1203
1999,11,MATO GROSSO,-12.29973366,-57.8371764,445
1999,11,PARA,-3.077970623,-49.79442938,2682
1999,11,RONDONIA,-11.91357488,-62.00881707,41
1999,11,RORAIMA,1.921242667,-59.94434,15
1999,11,TOCANTINS,-6.024224,-48.22436,5
1999,12,AMAPA,0.474586829,-51.43989268,41
1999,12,AMAZONAS,-2.80653,-61.3717,2
1999,12,MARANHAO,-2.577119798,-45.66161427,841
1999,12,MATO GROSSO,-13.99335556,-58.67888889,18
1999,12,PARA,-2.746780144,-49.79739791,766
1999,12,RORAIMA,1.924723429,-60.12523714,35
2000,1,AMAPA,-0.935,-52.2642,2
2000,1,AMAZONAS,-4.956312857,-63.95565714,7
2000,1,MARANHAO,-3.577159412,-46.40108824,17
2000,1,MATO GROSSO,-13.4545,-56.93849231,13
2000,1,PARA,-2.555224333,-48.85874333,30
2000,1,RORAIMA,3.653043333,-60.19976111,18
2000,2,AMAZONAS,-3.015598226,-62.39670161,62
2000,2,MARANHAO,-3.00991,-45.85723333,3
2000,2,MATO GROSSO,-12.554244,-55.226516,25
2000,2,PARA,-3.431056207,-52.68953448,29
2000,2,RONDONIA,-12.21855,-61.69766667,6
2000,2,RORAIMA,2.786532632,-60.68671228,57
2000,3,ACRE,-9.445561818,-71.24003636,11
2000,3,AMAZONAS,-3.114922029,-62.91103188,69
2000,3,MATO GROSSO,-12.22753,-54.32358,10
2000,3,PARA,-3.691694972,-51.40436409,181
2000,3,RONDONIA,-11.24587778,-63.82321111,9
2000,3,RORAIMA,2.5943224,-60.654584,125
2000,4,ACRE,-8.46306,-70.325,1
2000,4,AMAZONAS,-2.530095,-62.54666667,18
2000,4,MARANHAO,-2.99653,-45.71835,2
2000,4,MATO GROSSO,-12.53629903,-55.38387742,31
2000,4,PARA,-4.60373175,-51.906175,40
2000,5,ACRE,-8.17167,-70.95667,1
2000,5,AMAZONAS,-6.165653922,-63.00042451,51
2000,5,MATO GROSSO,-12.05362689,-55.52224395,840
2000,5,PARA,-4.784305833,-53.155695,12
2000,5,RONDONIA,-12.04588867,-60.88866667,15
2000,5,RORAIMA,3.172144286,-60.98714143,7
2000,5,TOCANTINS,-6.799165,-48.4383325,4
2000,6,ACRE,-10.115,-67.6731,1
2000,6,AMAZONAS,-2.804076667,-66.74076667,6
2000,6,MARANHAO,-4.729922258,-47.11844839,31
2000,6,MATO GROSSO,-11.85019104,-55.49258727,3049
2000,6,PARA,-7.712625085,-50.59182542,59
2000,6,RONDONIA,-11.33408852,-61.50767037,54
2000,6,TOCANTINS,-8.437855455,-48.69616364,11
2000,7,ACRE,-9.66667,-68.215,1
2000,7,AMAZONAS,-7.554767436,-62.82752051,39
2000,7,MARANHAO,-4.551391042,-47.01413125,48
2000,7,MATO GROSSO,-11.6074084,-55.80090987,851
2000,7,PARA,-7.232115986,-52.41538263,426
2000,7,RONDONIA,-10.70131808,-62.641965,120
2000,7,TOCANTINS,-7.2365692,-48.403972,25
2000,8,ACRE,-10.03220949,-67.85371029,136
2000,8,AMAPA,0.65213,-51.1889,3
2000,8,AMAZONAS,-6.525017889,-62.29147389,180
2000,8,MARANHAO,-4.584986643,-46.73302071,140
2000,8,MATO GROSSO,-10.92206133,-55.62020417,4366
2000,8,PARA,-7.340766296,-51.16272892,5484
2000,8,RONDONIA,-11.31108816,-62.34729245,2200
2000,8,RORAIMA,2.842317778,-61.07844444,9
2000,8,TOCANTINS,-7.640192857,-48.67955165,273
2000,9,ACRE,-9.722744828,-68.17836858,261
2000,9,AMAPA,0.384971579,-51.26315789,19
2000,9,AMAZONAS,-8.03304399,-66.62310881,193
2000,9,MARANHAO,-4.146464431,-46.48157725,255
2000,9,MATO GROSSO,-11.40849235,-55.47231551,3901
2000,9,PARA,-6.322753861,-50.30744484,2569
2000,9,RONDONIA,-11.05860348,-62.5114347,2440
2000,9,RORAIMA,2.961369167,-60.637875,12
2000,9,TOCANTINS,-7.552127063,-48.73609927,412
2000,10,ACRE,-10.00279333,-68.89025,18
2000,10,AMAPA,0.793162619,-51.31280238,42
2000,10,AMAZONAS,-5.591062069,-62.45796414,145
2000,10,MARANHAO,-4.461649608,-46.57341101,1072
2000,10,MATO GROSSO,-12.31972065,-56.19051396,3898
2000,10,PARA,-4.017599677,-50.1586613,4308
2000,10,RONDONIA,-10.88792136,-62.70694431,641
2000,10,RORAIMA,3.2483464,-60.69302,25
2000,10,TOCANTINS,-6.478072338,-48.53807403,77
2000,11,AMAPA,1.221863121,-51.25116943,157
2000,11,AMAZONAS,-4.452965185,-59.89807037,27
2000,11,MARANHAO,-3.500647508,-45.98202939,1657
2000,11,MATO GROSSO,-13.48218828,-57.0028588,233
2000,11,PARA,-3.250652629,-49.97659973,3366
2000,11,RONDONIA,-12.06726154,-63.00481538,13
2000,11,RORAIMA,1.913040625,-60.01639063,32
2000,11,TOCANTINS,-6.231993333,-48.59115833,12
2000,12,AMAPA,0.389528333,-51.0966,30
2000,12,AMAZONAS,-2.582034833,-58.26780333,60
2000,12,MARANHAO,-2.812511082,-45.79205302,1275
2000,12,MATO GROSSO,-14.431908,-57.462828,25
2000,12,PARA,-2.58057046,-49.70534673,1697
2000,12,RONDONIA,-11.05351429,-62.62022857,7
2000,12,RORAIMA,1.407522468,-60.07403636,77
2000,12,TOCANTINS,-6.525835,-48.33155,4
2001,1,AMAZONAS,-2.807223333,-59.73666667,3
2001,1,MARANHAO,-3.661666,-45.70249,10
2001,1,MATO GROSSO,-13.88304118,-56.74695294,17
2001,1,PARA,-3.574264706,-49.60092941,34
2001,1,RORAIMA,2.96513198,-60.77473762,101
2001,2,AMAZONAS,-2.993125,-63.1349875,8
2001,2,MATO GROSSO,-12.43827407,-55.70925556,27
2001,2,PARA,-5.603646875,-49.98280625,16
2001,2,RONDONIA,-10.867515,-64.75665,2
2001,2,RORAIMA,2.10732726,-60.78434427,646
2001,3,AMAZONAS,-3.335831667,-62.3875,6
2001,3,MATO GROSSO,-13.96159048,-57.18468095,21
2001,3,RORAIMA,2.603239874,-61.01248528,1107
2001,4,AMAZONAS,-4.825,-65.1783,1
2001,4,MARANHAO,-3.34333,-45.5133,1
2001,4,MATO GROSSO,-12.42914979,-55.08334511,235
2001,4,RORAIMA,2.755210684,-60.98939316,380
2001,5,MARANHAO,-3.24833,-46.1483,1
2001,5,MATO GROSSO,-12.23214833,-55.24390123,893
2001,5,PARA,-6.531904286,-50.6331,7
2001,5,RONDONIA,-11.120328,-61.54234,5
2001,5,RORAIMA,3.628888889,-61.31203333,9
2001,5,TOCANTINS,-7.61667,-48.4733,1
2001,6,ACRE,-7.57833,-72.95,1
2001,6,AMAZONAS,-8.349666,-63.99034,5
2001,6,MARANHAO,-4.484996667,-47.23556667,3
2001,6,MATO GROSSO,-11.90229511,-55.75827099,4137
2001,6,PARA,-7.173292619,-50.26122857,42
2001,6,RONDONIA,-10.94343903,-62.45957419,31
2001,6,RORAIMA,2.42667,-60.04,1
2001,6,TOCANTINS,-7.712858571,-48.65834286,7
2001,7,ACRE,-10.15276667,-67.6761,3
2001,7,AMAPA,2.43167,-51.27,1
2001,7,AMAZONAS,-7.122036667,-61.61462222,9
2001,7,MARANHAO,-4.573788182,-47.02147273,77
2001,7,MATO GROSSO,-11.62473725,-55.89167407,918
2001,7,PARA,-6.666403385,-52.04361213,709
2001,7,RONDONIA,-11.20608419,-62.32826351,74
2001,7,RORAIMA,3.3,-60.8633,1
2001,7,TOCANTINS,-7.5825,-48.51882917,24
2001,8,ACRE,-9.841483308,-68.20941003,399
2001,8,AMAPA,1.0625,-50.98818333,12
2001,8,AMAZONAS,-7.077374729,-62.59485611,499
2001,8,MARANHAO,-4.431957139,-46.7274218,367
2001,8,MATO GROSSO,-11.09944305,-56.64784249,4997
2001,8,PARA,-6.88212859,-51.23895518,9042
2001,8,RONDONIA,-10.68889855,-63.03440442,2132
2001,8,RORAIMA,3.35,-59.918325,4
2001,8,TOCANTINS,-6.829001542,-48.5416,227
2001,9,ACRE,-9.923437188,-67.81200833,288
2001,9,AMAPA,1.277824316,-50.86905789,95
2001,9,AMAZONAS,-7.136031607,-64.05108155,168
2001,9,MARANHAO,-4.234080798,-46.33464643,952
2001,9,MATO GROSSO,-11.60413854,-55.97380886,5020
2001,9,PARA,-5.863211141,-50.06984612,6136
2001,9,RONDONIA,-11.35038416,-62.80890202,1929
2001,9,RORAIMA,4.125,-60.6633,1
2001,9,TOCANTINS,-7.077039212,-48.55461406,939
2001,10,ACRE,-9.997675693,-68.04726496,137
2001,10,AMAPA,1.362633212,-51.00619119,193
2001,10,AMAZONAS,-4.043815241,-59.94740422,332
2001,10,MARANHAO,-4.133627336,-46.1404516,3254
2001,10,MATO GROSSO,-12.68470536,-56.51102751,4300
2001,10,PARA,-3.727703526,-50.31913224,5102
2001,10,RONDONIA,-10.90821714,-62.97818078,796
2001,10,RORAIMA,1.676666923,-60.20128462,13
2001,10,TOCANTINS,-6.417990242,-48.4860103,165
2001,11,ACRE,-7.78,-72.36,1
2001,11,AMAPA,1.127196108,-51.03758596,406
2001,11,AMAZONAS,-2.449651967,-60.91992951,244
2001,11,MARANHAO,-3.593864974,-45.99504272,2348
2001,11,MATO GROSSO,-14.30640356,-57.78085673,208
2001,11,PARA,-3.074655235,-50.63098252,4936
2001,11,RONDONIA,-10.97760522,-63.24724641,92
2001,11,RORAIMA,2.223048421,-60.39996053,76
2001,11,TOCANTINS,-6.445190571,-48.50680286,35
2001,12,AMAPA,1.17107371,-50.70156847,593
2001,12,AMAZONAS,-3.085227727,-58.04939091,22
2001,12,MARANHAO,-2.845481315,-45.91014151,966
2001,12,MATO GROSSO,-12.89537864,-56.43415909,22
2001,12,PARA,-2.29291643,-50.12971863,2566
2001,12,RONDONIA,-9.69833,-62.8183,1
2001,12,RORAIMA,1.701096579,-60.08412368,76
2001,12,TOCANTINS,-5.8505,-48.34884,10
2002,1,AMAPA,0.862141429,-50.75738571,7
2002,1,AMAZONAS,-4.072647059,-62.48705882,17
2002,1,MARANHAO,-3.428635909,-46.54787727,22
2002,1,MATO GROSSO,-14.06157333,-57.49135222,90
2002,1,PARA,-2.861956319,-51.52365556,144
2002,1,RONDONIA,-11.51777167,-61.64138333,6
2002,1,RORAIMA,2.66543043,-60.41371391,302
2002,1,TOCANTINS,-6.444165,-48.55335,2
2002,2,ACRE,-8.6,-69.7767,1
2002,2,AMAPA,-0.185,-51.5242,2
2002,2,AMAZONAS,-0.379165,-62.93835,2
2002,2,MARANHAO,-4.194325952,-46.8546881,42
2002,2,MATO GROSSO,-12.42578467,-54.11889333,15
2002,2,PARA,-4.099596833,-49.15441333,120
2002,2,RONDONIA,-9.6316625,-63.81355,8
2002,2,RORAIMA,2.030462227,-60.49896912,476
2002,2,TOCANTINS,-6.89167,-48.9967,1
2002,3,AMAZONAS,-2.018,-60.12466,5
2002,3,MARANHAO,-3.684165,-45.68415,2
2002,3,MATO GROSSO,-12.90433897,-55.46306897,58
2002,3,PARA,-5.425715,-50.4925,14
2002,3,RONDONIA,-10.1667,-64.955,1
2002,3,RORAIMA,2.517665934,-60.88667424,819
2002,3,TOCANTINS,-6.783335,-48.4625,2
2002,4,AMAZONAS,-3.05833,-63.65833,2
2002,4,MARANHAO,-3.440475714,-45.28738143,7
2002,4,MATO GROSSO,-12.50180824,-55.38212135,341
2002,4,PARA,-8.166819091,-49.72363636,11
2002,4,RONDONIA,-10.33389,-62.27888667,3
2002,4,RORAIMA,3.043902683,-61.02821171,41
2002,5,AMAPA,2.776666667,-51.73888667,3
2002,5,AMAZONAS,-5.85104,-64.30541625,8
2002,5,MARANHAO,-4.04145875,-46.39771,8
2002,5,MATO GROSSO,-12.22979756,-55.28488356,1433
2002,5,PARA,-6.333981667,-50.61111056,18
2002,5,RONDONIA,-12.507668,-60.058112,15
2002,5,TOCANTINS,-7.220668,-48.458666,5
2002,6,AMAZONAS,-8.011,-63.595334,5
2002,6,MARANHAO,-4.541666154,-47.38725115,26
2002,6,MATO GROSSO,-11.86317694,-55.45163286,5372
2002,6,PARA,-7.44927302,-50.84587497,149
2002,6,RONDONIA,-10.71650371,-62.40366189,143
2002,6,TOCANTINS,-7.221904286,-48.40071,7
2002,7,ACRE,-9.386197368,-69.23658342,76
2002,7,AMAPA,0.79211,-51.49189,3
2002,7,AMAZONAS,-6.005515975,-62.44678612,405
2002,7,MARANHAO,-3.645001667,-46.06610081,198
2002,7,MATO GROSSO,-11.13879209,-56.03338152,8408
2002,7,PARA,-5.797776211,-51.86362193,1982
2002,7,RONDONIA,-10.64377312,-62.76328488,995
2002,7,RORAIMA,3.529545455,-60.85109091,11
2002,7,TOCANTINS,-7.021370741,-48.47925852,27
2002,8,ACRE,-9.333059643,-69.36649259,1486
2002,8,AMAPA,1.2941468,-51.1629068,25
2002,8,AMAZONAS,-6.493709815,-63.17439598,2108
2002,8,MARANHAO,-3.661311252,-46.03865653,663
2002,8,MATO GROSSO,-10.64681907,-55.59112624,23642
2002,8,PARA,-7.272871772,-51.73722661,37926
2002,8,RONDONIA,-10.6593934,-62.77548819,7375
2002,8,RORAIMA,2.47619,-60.5290319,21
2002,8,TOCANTINS,-7.134860323,-48.57130735,434
2002,9,ACRE,-9.687542496,-68.92234112,5137
2002,9,AMAPA,1.266290711,-50.93202384,211
2002,9,AMAZONAS,-6.426118731,-63.8468335,3679
2002,9,MARANHAO,-3.702254684,-46.24492833,1298
2002,9,MATO GROSSO,-11.71614396,-56.02653086,23385
2002,9,PARA,-5.894362457,-50.45667281,22054
2002,9,RONDONIA,-11.00774344,-62.70207213,22133
2002,9,RORAIMA,3.419290153,-60.62842489,131
2002,9,TOCANTINS,-7.361618336,-48.64021778,1490
2002,10,ACRE,-9.814015713,-68.63090939,1129
2002,10,AMAPA,1.573743479,-51.22028264,894
2002,10,AMAZONAS,-4.605382072,-61.03530578,2297
2002,10,MARANHAO,-4.170686669,-46.23403047,4909
2002,10,MATO GROSSO,-12.29382794,-56.83962309,13177
2002,10,PARA,-4.161795736,-50.61192534,15718
2002,10,RONDONIA,-11.02798391,-62.77093874,7305
2002,10,RORAIMA,3.458257735,-60.54434744,309
2002,10,TOCANTINS,-6.485780034,-48.43861083,591
2002,11,ACRE,-10.04196516,-68.49623967,153
2002,11,AMAPA,0.893977793,-51.13994589,2148
2002,11,AMAZONAS,-3.498590201,-59.67883462,1395
2002,11,MARANHAO,-3.525172029,-45.85358089,9251
2002,11,MATO GROSSO,-12.7079371,-56.45948041,2851
2002,11,PARA,-2.821384254,-50.7783665,20777
2002,11,RONDONIA,-11.06359417,-62.79001852,1026
2002,11,RORAIMA,2.999768576,-60.42108799,288
2002,11,TOCANTINS,-6.489297857,-48.45792857,28
2002,12,ACRE,-9.497666667,-69.882,3
2002,12,AMAPA,0.555351693,-51.16257741,437
2002,12,AMAZONAS,-2.863771464,-60.16411064,280
2002,12,MARANHAO,-3.003344365,-45.82010404,4422
2002,12,MATO GROSSO,-12.36755318,-55.55496002,908
2002,12,PARA,-2.582711016,-49.99789962,7936
2002,12,RONDONIA,-11.689765,-62.65186877,122
2002,12,RORAIMA,1.900477942,-60.29447799,447
2002,12,TOCANTINS,-6.728524286,-48.59952357,14
2003,1,ACRE,-8.158642857,-71.77478571,14
2003,1,AMAPA,-0.297514286,-51.71122857,35
2003,1,AMAZONAS,-1.938385224,-63.47631926,379
2003,1,MARANHAO,-3.267873762,-46.0724703,404
2003,1,MATO GROSSO,-12.41411055,-55.14110218,597
2003,1,PARA,-2.619302083,-50.26369375,1440
2003,1,RONDONIA,-11.10795652,-63.49766667,69
2003,1,RORAIMA,1.809795007,-60.51604336,761
2003,1,TOCANTINS,-7.1002,-48.6262,5
2003,2,AMAZONAS,-0.802193798,-64.20937209,129
2003,2,MARANHAO,-4.881,-45.598,1
2003,2,MATO GROSSO,-12.4262828,-55.57710204,343
2003,2,PARA,-4.471565217,-51.74091304,23
2003,2,RONDONIA,-11.54671429,-63.001,14
2003,2,RORAIMA,1.852645343,-60.75509501,1063
2003,3,AMAPA,1.3802,-51.5178,5
2003,3,AMAZONAS,-1.531797872,-64.13525532,94
2003,3,MARANHAO,-3.7925,-45.9965,2
2003,3,MATO GROSSO,-12.5039533,-55.38921429,364
2003,3,PARA,-2.520571429,-51.58364286,28
2003,3,RONDONIA,-11.05483333,-62.10633333,12
2003,3,RORAIMA,2.446404441,-61.18197712,1486
2003,3,TOCANTINS,-6.421333333,-48.9385,6
2003,4,ACRE,-9.6902,-70.201,5
2003,4,AMAPA,1.242666667,-50.76366667,3
2003,4,AMAZONAS,-2.794952381,-62.47430952,42
2003,4,MARANHAO,-3.7715,-45.95266667,6
2003,4,MATO GROSSO,-12.39604027,-54.98058389,596
2003,4,PARA,-4.082642857,-49.53042857,14
2003,4,RONDONIA,-11.26633333,-62.54144444,18
2003,4,RORAIMA,2.713276836,-61.04946893,354
2003,5,ACRE,-9.949277778,-68.9,18
2003,5,AMAPA,-0.465,-51.853,1
2003,5,AMAZONAS,-5.5855,-62.20541667,24
2003,5,MARANHAO,-3.095571429,-45.94317143,35
2003,5,MATO GROSSO,-12.24896496,-55.0346158,1684
2003,5,PARA,-3.352866071,-49.81558036,112
2003,5,RONDONIA,-11.25582353,-62.06282353,102
2003,5,RORAIMA,3.732166667,-61.03816667,6
2003,5,TOCANTINS,-8.102,-49.04,1
2003,6,ACRE,-9.366055556,-69.24088889,18
2003,6,AMAPA,0.882,-51.104,3
2003,6,AMAZONAS,-3.764138889,-60.065,36
2003,6,MARANHAO,-3.18075,-45.97265789,76
2003,6,MATO GROSSO,-12.0709893,-55.27324736,6072
2003,6,PARA,-4.028275434,-49.53986352,403
2003,6,RONDONIA,-11.88859825,-61.76521397,229
2003,6,RORAIMA,3.112,-61.13625,4
2003,6,TOCANTINS,-7.789142857,-48.42585714,7
2003,7,ACRE,-9.594758782,-68.74016159,427
2003,7,AMAPA,0.245,-50.964,1
2003,7,AMAZONAS,-6.931508397,-62.88119389,655
2003,7,MARANHAO,-3.887446903,-45.99480973,226
2003,7,MATO GROSSO,-11.33250795,-56.0685276,9058
2003,7,PARA,-6.148513372,-52.45076534,3814
2003,7,RONDONIA,-10.87772445,-62.71935146,1673
2003,7,TOCANTINS,-7.212953125,-48.43775,64
2003,8,ACRE,-9.530148593,-68.89687923,3163
2003,8,AMAPA,1.086,-51.21728571,21
2003,8,AMAZONAS,-7.593764998,-64.61715678,3017
2003,8,MARANHAO,-3.428567416,-45.71805618,356
2003,8,MATO GROSSO,-10.83494933,-57.26947203,10224
2003,8,PARA,-6.908968789,-51.98416011,8875
2003,8,RONDONIA,-10.58821494,-62.98016665,9049
2003,8,RORAIMA,1.611333333,-60.50633333,6
2003,8,TOCANTINS,-6.969777778,-48.54207407,54
